Day,Started Sessions,Completed Sessions,Microsessions,AVG session duration (minutes),AVG charging duration (minutes),AVG session idle (minutes),Energy delivered (kWh),AVG kWh delivered per session (kWh),Max kWh delivered per session (kWh),Max kW hour (kW),GHGs avoided (lbs),Gasoline avoided (Gal),Electric miles provided (mi),Potential revenue ($),Collected revenue ($),Discounts granted ($),Utilization (%),Max Utilization (%),Faulted Stations,Time in Faulted State (hours),Uptime (%)
2023-05-25,73,71,8,621.4424882629107,112.57917021804013,508.8633180448706,546.5463,7.697835109060512,45.42,-1am,853.91834835,43.58471507,973.2094543,1493.5613,64.460724,1429.100576,45.541666666666664,55.00 % on 06 am through 07 am,-,0.00,-
2023-05-26,44,46,4,370.1496376811594,180.37388614709826,189.77575153406113,649.59436,14.121614929041401,49.633835,-1am,1014.91958318,51.80235433,1156.70231892,491.0602,63.868504,427.191696,48.54166666666666,60.00 % on 08 am through 09 am,-,0.00,-
2023-05-27,18,18,8,40.3537037037037,35.27961154513889,5.0740921585648096,153.84659,8.547032554323474,35.52,-1am,240.36833848,12.26860339,273.947433,23.239231,23.239231,0,46.41666666666668,50.00 % on 11 am through 12 pm,-,0.00,-
2023-05-28,32,30,5,92.74666666666667,63.0738967344496,29.672769932217072,253.72386,9.061566871502626,36.23,-1am,396.41556345,20.2333858,451.79422006,44.819866,44.819866,0,49.416666666666686,55.00 % on 04 pm through 05 pm,-,0.00,-
2023-05-29,30,31,11,100.40537634408602,51.52691937518376,48.87845696890226,240.93309,7.772035156532506,44.24,-1am,376.43139524,19.21337694,429.01829368,39.07896,39.07896,0,48.58333333333335,55.00 % on 04 pm through 05 pm,-,0.00,-
2023-05-30,64,64,7,1822.7393229166667,160.93089515368143,1661.8084277629853,776.5785,12.134037744059242,51.02589,-1am,1213.31830456,61.92879295,1382.81704259,1132.9799,101.73605,1031.24385,52.87500000000001,68.00 % on 08 am through 09 am,-,0.00,-
2023-05-31,69,67,5,1197.0313432835821,139.23726970330992,1057.7940735802722,763.4518,11.394803759632389,56.56,-1am,1192.80928276,60.88199512,1359.44294136,780.9935,102.67646,678.31704,49.625000000000014,60.00 % on 08 am through 09 am,-,0.00,-
2023-06-01,53,58,7,730.2425287356322,155.4125938086674,574.8299349269648,805.4552,14.130790169416159,52.34,-1am,1258.43496526,64.23158549,1434.23643276,729.406,126.76954,602.6364599999999,49.541666666666664,67.00 % on 07 am through 08 am,-,0.00,-
2023-06-02,50,45,5,413.5292592592593,172.67671388414172,240.85254537511756,583.104,12.95786760203757,49.470028,-1am,911.03572487,46.5000343,1038.30604221,686.2995,66.43516,619.86434,47.95833333333335,58.00 % on 08 am through 09 am,-,0.00,-
2023-06-03,39,39,14,59.11282051282051,47.02819496219993,12.08462555062058,348.96057,8.947706486729052,54.17,-1am,545.21242495,27.82810352,621.37777879,60.54253,60.54253,0,48.87500000000001,55.00 % on 05 pm through 06 pm,-,0.00,-
2023-06-04,34,34,13,60.67941176470588,31.5872658821882,29.092145882517684,222.83788,6.752663194014434,60.36,-1am,348.15962424,17.77036183,396.79699888,37.3021,37.3021,0,47.95833333333335,54.00 % on 10 am through 11 am,-,0.00,-
2023-06-05,43,44,6,3247.217424242424,134.55447445493755,3112.6629497874865,555.74994,12.630679146035948,56.61,-1am,868.29802134,44.31866575,989.59794592,2351.2756,89.32806,2261.94754,47.37499999999999,59.00 % on 09 am through 10 am,-,0.00,-
2023-06-06,59,64,9,2137.261197916667,153.31696900725365,1983.9442289094131,639.89655,9.99838289762556,38.921986,-1am,999.76782404,51.02899572,1139.43388187,1684.9034,148.58348,1536.31992,47.87499999999999,67.00 % on 08 am through 09 am,-,0.00,-
2023-06-07,74,72,10,1556.5793981481481,144.6110449632009,1411.9683531849473,881.7374,12.246351844948045,52.69,-1am,1377.61749422,70.31476262,1570.06858136,1643.1846,81.93674,1561.24786,43.750000000000014,54.00 % on 08 am through 09 am,-,0.00,-
2023-06-08,56,57,3,418.9298245614035,145.42685925221582,273.5029653091877,701.7992,12.532128678367892,47.752537,-1am,1096.48389118,55.96546563,1249.66103779,671.59485,113.72453,557.87032,44.58333333333333,55.00 % on 07 am through 08 am,-,0.00,-
2023-06-09,68,61,16,279.794262295082,89.13524620389677,190.6590160911852,430.61835,7.059316370715709,44.22,-1am,672.79370513,34.33996001,766.78197147,353.765,56.621876,297.143124,45.50000000000002,53.00 % on 03 pm through 04 pm,-,0.00,-
2023-06-10,18,19,2,108.58070175438596,100.01219546669408,8.568506287691875,274.0717,14.424825095234587,55.54,-1am,428.20682052,21.85603846,488.02666781,46.85423,46.85423,0,47.29166666666668,51.00 % on 11 am through 03 pm,-,0.00,-
2023-06-11,40,38,14,86.91885964912281,64.40179750867057,22.51706214045224,291.5095,7.671302519709666,39.68,-1am,455.45146087,23.24662796,519.07734334,120.52156,120.52156,0,49.37500000000001,59.00 % on 12 pm through 01 pm,-,0.00,-
2023-06-12,52,56,7,1474.9,187.83186842366342,1287.0681315763368,769.3624,13.738617533487352,65.52,-1am,1202.04394374,61.35334003,1369.96767055,2190.7283,112.91747,2077.8108300000004,48.08333333333333,60.00 % on 07 am through 08 am,-,0.00,-
2023-06-13,56,55,4,1212.6266666666668,139.95246403318464,1072.674202633482,540.6384,9.829790299353176,59.15,-1am,844.68790582,43.11358547,962.68953286,617.86694,60.20294,557.664,44.875000000000014,53.00 % on 07 am through 08 am,-,0.00,-
2023-06-14,64,66,3,1607.312373737374,177.69468499000627,1429.6176887473678,864.71674,13.303332317957224,64.611626,-1am,1351.02458915,68.95743824,1539.76068753,1503.4077,88.577515,1414.830185,46.041666666666664,55.00 % on 06 am through 07 am,-,0.00,-
2023-06-15,49,44,7,868.9844696969698,191.88000610669454,677.1044635902753,575.9446,15.99845980966994,47.769703,-1am,899.84995154,45.92910296,1025.55763322,1202.3353,37.070644,1165.264656,46,52.00 % on 07 am through 08 am,-,0.00,-
2023-06-16,63,63,11,407.3216931216931,123.52456858801465,283.79712453367847,617.5374,9.960280895039638,43.77,-1am,964.8341168,49.24594974,1099.61998839,805.814,80.204,725.61,52.66666666666667,62.00 % on 07 am through 08 am,-,0.00,-
2023-06-17,33,32,8,151.11666666666667,75.68278892797728,75.43387773868939,251.20848,7.850265178033396,45.06,-1am,392.48555947,20.03279507,447.31520044,244.97578,30.41569,214.56008999999997,51.5833333333333,56.00 % on 12 pm through 01 pm,-,0.00,-
2023-06-18,17,17,4,89.35882352941177,77.31877523684034,12.040048292571427,200.85764,12.553602206015057,36.7,-1am,313.81792211,16.01753229,357.65781273,37.987217,37.987217,0,51.70833333333332,54.00 % on 09 am through 10 am,-,0.00,-
2023-06-19,19,21,3,302.8047619047619,71.32142865619963,231.48333324856227,241.37582,11.494085609737557,54.24,-1am,377.12311207,19.24868275,429.8066423,35.53695,34.93873,0.5982199999999978,51.166666666666686,61.00 % on 08 am through 09 am,-,0.00,-
2023-06-20,53,56,5,1984.5306547619048,139.27212818690708,1845.2585265749976,612.97174,11.144941458969631,66.61,-1am,957.70077632,48.88185801,1091.490131,2729.2485,61.263523,2667.984977,50.583333333333336,61.00 % on 07 am through 08 am,-,0.00,-
2023-06-21,71,69,15,848.2688405797102,112.38000826680143,735.8888323129088,543.98376,7.999760869529435,44.73,-1am,849.91466206,43.38036353,968.64645908,681.73456,56.000717,625.733843,53,63.00 % on 08 am through 09 am,-,0.00,-
2023-06-22,73,69,4,1044.472463768116,145.89492662908953,898.5775371390266,740.91754,10.737935617675776,43.83,-1am,1157.60198545,59.08498488,1319.31723768,990.3298,152.43689,837.89291,53.45833333333333,73.00 % on 07 am through 08 am,-,0.00,-
2023-06-23,44,43,4,359.3124031007752,151.82173476108287,207.49066833969235,507.22473,12.680618795164264,46.027218,-1am,792.48272961,40.4489891,903.19137224,460.4994,114.83983,345.65957,47.08333333333334,67.00 % on 07 am through 08 am,-,0.00,-
2023-06-24,17,16,3,65.43958333333333,49.85730765859286,15.582275674740472,118.31356,7.3945975695487505,29.78,-1am,184.85189588,9.43499718,210.67542707,18.562485,18.562485,0,31.95833333333334,34.00 % on 10 am through 11 am,-,0.00,-
2023-06-25,28,28,10,57.71845238095238,36.44524696000985,21.27320542094253,106.15993,4.083074599734084,23.03042,-1am,165.86318869,8.4657975,189.03402611,17.023664,17.023664,0,32.79166666666666,41.00 % on 11 am through 12 pm,-,0.00,-
2023-06-26,38,39,5,2326.5260683760685,142.47898485884707,2184.0470835172214,420.86237,11.374659146946017,36.510887,-1am,657.55106177,33.5619626,749.40995382,2128.6108,59.14478,2069.46602,31.916666666666664,38.00 % on 07 am through 08 am,-,0.00,-
2023-06-27,55,52,6,1243.6599358974358,134.3106663285922,1109.3492695688437,526.4691,10.529382128794168,50.95,-1am,822.54993644,41.98364478,937.45892254,549.3434,194.41724,354.92616,33.708333333333336,43.00 % on 07 am through 08 am,-,0.00,-
2023-06-28,61,59,13,649.5556497175141,124.76096924927275,524.7946804682414,667.53845,11.711199766439549,51.68,-1am,1042.95524584,53.23331828,1188.65452139,686.87103,100.335045,586.535985,32.874999999999986,44.00 % on 07 am through 08 am,-,0.00,-
2023-06-29,74,80,6,2961.4664583333333,114.78010313019156,2846.686355203142,786.08545,10.917852498210372,51.79,-1am,1228.17186599,62.68693129,1399.74562416,11361.772,1814.4205,9547.3515,39.54166666666667,55.00 % on 03 pm through 04 pm,-,0.00,-
2023-06-30,44,38,3,380.46885964912286,125.9456269916735,254.52323265744934,320.68875,10.344797856904234,31.47,-1am,501.04082259,25.57354756,571.03547016,362.61096,49.21157,313.39939,32.08333333333332,38.00 % on 07 am through 08 am,-,0.00,-
2023-07-01,23,24,4,282.0652777777778,46.77849325554238,235.28678452223542,156.58307,7.829153379942909,25.83,-1am,244.64378684,12.48682589,278.82015505,27.76537,27.76537,0,32.08333333333332,39.00 % on 11 am through 12 pm,-,0.00,-
2023-07-02,16,15,2,355.53222222222223,21.86887193467882,333.66335028754344,55.42926,4.619105298881853,18.31,-1am,86.60210882,4.42024492,98.70029287,8.8011875,8.8011875,0,30.791666666666657,35.00 % on 04 pm through 05 pm,-,0.00,-
2023-07-03,36,38,3,1020.6043859649124,104.1427129444323,916.46167302048,320.52484,9.157852555818058,34.38992,-1am,500.78473128,25.56047644,570.74360329,510.4467,60.984894,449.461806,31.83333333333333,40.00 % on 10 am through 11 am,-,0.00,-
2023-07-04,19,18,6,87.17685185185185,73.16850494190498,14.008346909946866,230.22968,13.542921586320839,49.44,-1am,359.70849695,18.35982606,409.9592317,55.182182,55.182182,0,29.708333333333332,35.00 % on 11 am through 12 pm,-,0.00,-
2023-07-05,42,45,0,2046.2414814814813,126.19224030671297,1920.0492411747682,719.338,17.98344938925002,82.06,-1am,1123.88633289,57.36410944,1280.8915593,286.40298,93.6002,192.80278,30.583333333333336,38.00 % on 08 am through 09 am,-,0.00,-
2023-07-06,62,63,5,2853.325661375661,467.06459760716353,2386.2610637684975,620.33405,10.514133906203162,45.58,-1am,969.20357415,49.46897055,1104.59985235,1359.8549,66.455414,1293.399486,41.25000000000001,57.00 % on 03 pm through 04 pm,-,0.00,-
2023-07-07,61,65,7,1022.5661538461538,163.7925906174611,858.7735632286928,635.0924,9.770652108077103,42.9,-1am,992.26186922,50.64588544,1130.87935648,685.21313,81.89034,603.3227899999999,52.54166666666668,60.00 % on 07 am through 08 am,-,0.00,-
2023-07-08,24,25,6,131.036,68.23999935913086,62.79600064086914,150.59103,6.547436539807835,41.23312,-1am,235.28188483,12.00898649,268.15040945,132.50743,19.334805,113.172625,48.45833333333334,55.00 % on 08 am through 09 am,-,0.00,-
2023-07-09,26,24,5,60.93402777777778,29.238204787174862,31.695822990602917,91.34392,3.971474430254286,18.18,-1am,142.71480623,7.28428447,162.65184951,16.053282,16.053282,0,48.208333333333336,54.00 % on 06 pm through 07 pm,-,0.00,-
2023-07-10,56,61,9,1529.4177595628416,174.58582123303023,1354.8319383298115,549.47906,9.473777757222956,55.448612,-1am,858.50046257,43.81859006,978.43168297,964.95264,65.48204,899.4706,47.54166666666668,60.00 % on 07 am through 08 am,-,0.00,-
2023-07-11,60,57,4,1002.4415204678363,134.33101660299022,868.1105038648461,423.6106,7.431764050539121,63.77,-1am,661.84486821,33.78112211,754.30359854,482.80396,57.007683,425.79627700000003,47.625,57.00 % on 07 am through 08 am,-,0.00,-
2023-07-12,71,69,9,819.5437198067633,147.1217493654449,672.4219704413184,622.219,9.286849605517485,48.39,-1am,972.14860075,49.61928719,1107.95629472,659.3099,66.73851,592.57139,47.91666666666669,59.00 % on 07 am through 08 am,-,0.00,-
2023-07-13,64,65,10,1433.4989743589745,335.2033368979356,1098.295637461039,718.2379,11.049813216473781,48.695473,-1am,1122.16754791,57.2763812,1278.93266264,1176.0271,145.75227,1030.27483,47.00000000000002,54.00 % on 04 pm through 05 pm,-,0.00,-
2023-07-14,55,56,7,409.29791666666665,156.28545223871868,253.01246442794798,574.492,10.258786050206709,51.121025,-1am,897.58042416,45.81326436,1022.97105628,1037.2418,161.11029,876.13151,49.625,56.00 % on 07 am through 08 am,-,0.00,-
2023-07-15,27,25,5,103.62933333333334,88.6286768391927,15.000656494140628,279.93073,11.197228656183288,49.698853,-1am,437.36090906,22.32327088,498.45956872,87.490326,87.490326,0,48.66666666666667,55.00 % on 01 pm through 02 pm,-,0.00,-
2023-07-16,19,21,3,153.52301587301588,89.48652595641121,64.03648991660467,235.53043,11.215734128905925,54.256584,-1am,367.99033453,18.78253806,419.3980295,119.12213,119.12213,0,49.500000000000014,55.00 % on 02 pm through 03 pm,-,0.00,-
2023-07-17,56,59,4,5756.587288135593,182.2361735845016,5574.351114551091,641.4024,10.871225465718515,57.19,-1am,1002.12054868,51.14908078,1142.11527859,10064.038,6199.111,3864.9270000000006,45.37500000000001,59.00 % on 07 am through 08 am,-,0.00,-
2023-07-18,62,67,5,1134.223880597015,163.30514171443767,970.9187388825774,618.56445,9.516375323795252,40.416027,-1am,966.43876921,49.32785256,1101.44880833,962.43207,66.587326,895.844744,45.12500000000001,57.00 % on 07 am through 08 am,-,0.00,-
2023-07-19,72,67,8,1516.0509950248756,136.66236341106358,1379.388631613812,649.6894,9.995221002656034,48.97,-1am,1015.06807271,51.80993336,1156.87155221,533.27155,80.101105,453.17044500000003,46.54166666666666,55.00 % on 03 pm through 04 pm,-,0.00,-
2023-07-20,69,70,8,515.2309523809523,152.15982293265205,363.07112944830027,659.70825,9.424402509224768,51.040867,-1am,1030.72142146,52.60889353,1174.71165019,1006.604,62.11315,944.49085,45.41666666666668,61.00 % on 09 am through 10 am,-,0.00,-
2023-07-21,64,62,6,391.7381720430107,163.7335744180987,228.004597624912,803.55536,13.173037732384056,60.95,-1am,1255.46667467,64.08008143,1430.85347646,873.949,106.43157,767.51743,45.66666666666667,50.00 % on 07 am through 08 am,-,0.00,-
2023-07-22,29,28,11,72.55178571428571,64.4059884752546,8.145797239031111,196.78114,7.027897068940709,31.596516,-1am,307.44884021,15.69244896,350.39897969,40.18631,40.18631,0,45.24999999999999,54.00 % on 02 pm through 03 pm,-,0.00,-
2023-07-23,29,30,12,101.15166666666667,72.45440672185686,28.697259944809815,176.89662,5.896553920488804,55.44909,-1am,276.38146956,14.10674407,314.99154421,69.72078,69.72078,0,46.25,54.00 % on 12 pm through 01 pm,-,0.00,-
2023-07-24,54,55,5,1008.5775757575758,114.48843418005741,894.0891415775184,467.9065,8.507389219297858,40.966995,-1am,731.05232925,37.31352949,833.17923756,461.0784,105.47099,355.60740999999996,47.41666666666664,56.00 % on 07 am through 08 am,-,0.00,-
2023-07-25,59,60,4,2482.1119444444444,162.1216896947225,2319.9902547497218,587.19183,9.786530421934247,43.113884,-1am,917.42250864,46.82602115,1045.58505005,5410.385,47.272778,5363.112222000001,42.54166666666668,53.00 % on 07 am through 08 am,-,0.00,-
2023-07-26,74,70,7,1893.884761904762,149.18629742945944,1744.6984644753024,642.1892,9.174131132330928,59.57,-1am,1003.34983695,51.21182469,1143.51629658,1542.7909,59.982018,1482.808882,44.958333333333336,56.00 % on 07 am through 08 am,-,0.00,-
2023-07-27,64,71,8,2355.446713615024,177.21644471575956,2178.230268899264,967.81305,14.02627482333396,59.73,-1am,1512.10120929,77.17892523,1723.33946868,1355.8147,87.50141,1268.3132899999998,48.37500000000001,57.00 % on 06 am through 07 am,-,0.00,-
2023-07-28,88,83,21,543.4989959839357,122.40760054377667,421.0913954401591,768.67834,9.261184878079014,50.91,-1am,1200.97517539,61.29878919,1368.74959688,736.8392,69.8246,667.0146,48.79166666666667,56.00 % on 07 am through 08 am,-,0.00,-
2023-07-29,34,34,13,65.74411764705881,55.914251216252644,9.82986643080617,505.15744,15.307801506139434,89.69,-1am,789.25281686,40.28413162,899.51024555,80.438484,80.438484,0,46.95833333333334,54.00 % on 11 am through 12 pm,-,0.00,-
2023-07-30,28,28,5,75.78333333333333,55.094669596921825,20.688663736411506,273.84225,10.142305516804939,45.51,-1am,427.84833019,21.83774081,487.61809692,46.2071,46.2071,0,46.66666666666666,51.00 % on 08 am through 10 am,-,0.00,-
2023-07-31,54,58,6,1220.3709770114942,148.29455949170836,1072.076417519786,686.7254,12.047814183370129,58.47,-1am,1072.93274026,54.76339496,1222.81982658,464.21326,92.700676,371.512584,47.37500000000001,54.00 % on 07 am through 08 am,-,0.00,-
2023-08-01,81,80,11,903.1816666666667,110.92205816333492,792.2596085033318,895.3912,11.1923885291857,86.23,-1am,1398.95005168,71.4035944,1594.38126492,1921.1514,118.12176,1803.02964,45.708333333333336,54.00 % on 07 am through 08 am,-,0.00,-
2023-08-02,81,79,8,659.3767932489451,132.81981010919884,526.5569831397463,841.15967,10.647589717107437,50.35,-1am,1314.21926395,67.0788633,1497.81371389,1325.5737,143.1519,1182.4217999999998,48.708333333333314,60.00 % on 10 am through 11 am,-,0.00,-
2023-08-03,70,67,10,413.67860696517414,145.15649681281096,268.5221101523632,927.1956,13.838741267808894,59.36,-1am,1448.6409209,73.93985841,1651.01387367,1276.774,146.25046,1130.52354,47.875,59.00 % on 07 am through 08 am,-,0.00,-
2023-08-04,79,81,18,321.1026748971193,118.04751597574219,203.0551589213771,948.31146,11.707548325225988,60.923927,-1am,1481.63212456,75.62375736,1688.61389875,1387.9117,129.67917,1258.2325300000002,49.458333333333336,61.00 % on 08 am through 09 am,-,0.00,-
2023-08-05,29,29,8,61.80344827586207,44.794243963833516,17.00920431202855,341.16202,12.635630276142804,63.61,-1am,533.02805021,27.20620272,607.49126526,54.967316,54.967316,0,46.50000000000001,53.00 % on 11 am through 12 pm,-,0.00,-
2023-08-06,31,31,13,80.95860215053764,64.8994307328296,16.059171417708043,155.64005,5.188000880797184,36.19,-1am,243.17042203,12.41162411,277.1409634,22.969975,22.969975,0,47.33333333333332,55.00 % on 02 pm through 03 pm,-,0.00,-
2023-08-07,75,75,9,893.8306666666666,112.03445917087132,781.7962074957953,947.06696,13.725607174315382,68.47,-1am,1479.68773049,75.52451385,1686.39787576,1148.2963,132.46828,1015.8280199999999,49.75,63.00 % on 08 am through 09 am,-,0.00,-
2023-08-08,69,70,9,1286.3409523809523,132.56570420401437,1153.775248176938,702.177,10.031101225272245,56.85,-1am,1097.07416204,55.99559355,1250.33376859,971.99133,100.7441,871.24723,46.583333333333336,56.00 % on 04 pm through 05 pm,-,0.00,-
2023-08-09,64,64,4,816.0450520833333,157.73408699035645,658.3109650929769,953.496,15.378971626584189,59.54,-1am,1489.73239683,76.03720212,1697.84576683,1165.7281,127.027916,1038.700184,48.20833333333334,57.00 % on 04 pm through 05 pm,-,0.00,-
2023-08-10,59,58,3,1842.2985632183909,174.35858024071004,1667.9399829776808,763.6327,13.166081076724744,57.04,-1am,1193.09191907,60.89642112,1359.76506153,1966.3967,61.007233,1905.389467,47.08333333333336,59.00 % on 07 am through 08 am,-,0.00,-
2023-08-11,51,49,6,327.18979591836734,114.69185051950468,212.49794539886267,549.21954,11.939557326645033,43.26211,-1am,858.09499118,43.79789445,977.96956783,342.5371,82.617714,259.91938600000003,49.87500000000001,55.00 % on 08 am through 09 am,-,0.00,-
2023-08-12,26,26,3,82.62948717948717,48.770498177944084,33.85898900154309,395.5923,15.823691544548765,81.51,-1am,618.0693629,31.54678328,704.41272113,56.49837,56.49837,0,50.25000000000001,56.00 % on 02 pm through 03 pm,-,0.00,-
2023-08-13,52,51,25,44.33202614379085,29.935264766683765,14.396761377107083,423.61,9.627499714457372,63.92,-1am,661.84393078,33.78107427,754.30253015,64.67496,64.67496,0,51.45833333333333,61.00 % on 11 am through 12 pm,-,0.00,-
2023-08-14,81,82,16,1188.3373983739837,112.23833938522067,1076.099058988763,929.8966,11.340203346728764,57,-1am,1452.86093567,74.15525154,1655.82341814,1132.7025,120.67526,1012.0272400000001,52.83333333333334,66.00 % on 07 am through 08 am,-,0.00,-
2023-08-15,78,77,9,1223.7422077922079,120.60776300223874,1103.1344447899692,786.9778,10.634834038329663,46.47058,-1am,1229.56606451,62.75809237,1401.3345901,784.2105,105.306274,678.904226,50.50000000000002,63.00 % on 07 am through 08 am,-,0.00,-
2023-08-16,75,75,10,763.3168888888889,160.7404408906831,602.5764479982058,1009.42456,13.640872729631832,56.12,-1am,1577.11460686,80.49726406,1797.43513988,1274.3043,124.892654,1149.411646,50.750000000000014,63.00 % on 07 am through 08 am,-,0.00,-
2023-08-17,64,65,5,1374.7594871794872,227.42517287407165,1147.3343143054155,1043.8862,16.05978522981302,57.016495,-1am,1630.95712068,83.24543152,1858.79937171,1723.4901,79.90036,1643.58974,48.04166666666667,57.00 % on 06 am through 07 am,-,0.00,-
2023-08-18,66,65,9,363.93589743589746,112.70848626943734,251.22741116646012,659.6071,10.469955504206675,43.141006,-1am,1030.56338574,52.60082725,1174.53153711,353.5647,82.18293,271.38177,53.041666666666664,61.00 % on 07 am through 08 am,-,0.00,-
2023-08-19,36,44,10,1844.4670454545453,122.5245675130324,1721.9424779415128,520.2056,12.097805190264575,49.96,-1am,812.76390811,41.48415761,926.3058008,1231.4745,52.869377,1178.605123,52.54166666666665,56.00 % on 10 am through 11 am,-,0.00,-
2023-08-20,19,22,5,79.97575757575758,43.291609977953364,36.68414759780422,470.6971,23.53485571607016,92.34,-1am,735.41233415,37.53606783,838.14832857,69.60531,69.60531,0,50.33333333333334,54.00 % on 09 am through 10 am,-,0.00,-
2023-08-21,71,59,8,780.7935028248588,111.81580217005843,668.9777006548004,721.8479,12.445651621741616,63.39,-1am,1127.80777498,57.56426316,1285.36082093,926.0696,121.45631,804.61329,51.45833333333335,65.00 % on 06 am through 07 am,-,0.00,-
2023-08-22,74,80,3,1291.7358333333332,130.6028955201308,1161.1329378132023,841.5202,10.519001246163679,56.44,-1am,1314.78255234,67.10761401,1498.45569281,751.4881,104.69095,646.79715,48.33333333333332,56.00 % on 06 am through 07 am,-,0.00,-
2023-08-23,82,75,2,1021.8495555555556,204.68637936062285,817.1631761949328,1080.8591,14.411452757114203,54.04,-1am,1688.72320143,86.19386116,1924.63528686,921.8206,126.77712,795.04348,50.041666666666664,57.00 % on 03 pm through 04 pm,-,0.00,-
2023-08-24,90,90,9,565.1548148148148,124.0619647608863,441.0928500539285,972.24493,11.048239514985736,53.91,-1am,1519.02553327,77.53234859,1731.23111028,1197.4172,108.20953,1089.20767,53.833333333333336,59.00 % on 06 am through 07 am,-,0.00,-
2023-08-25,79,76,10,470.3331140350877,125.65524385686507,344.67787017822263,766.87335,10.363151818925012,71.05,-1am,1198.15507748,61.15484901,1365.53553554,774.777,141.71571,633.0612900000001,54.99999999999999,66.00 % on 07 am through 08 am,-,0.00,-
2023-08-26,33,35,6,82.27095238095238,52.968066580636155,29.302885800316226,505.74237,15.804449021612527,65.69,-1am,790.16670551,40.33077727,900.55180306,68.50389,68.50389,0,53.37500000000001,56.00 % on 07 am through 08 am,-,0.00,-
2023-08-27,29,28,8,60.36904761904762,47.0148365747361,13.35421104431152,355.6339,12.701212007033064,62.4,-1am,555.63876748,28.36027286,633.26066565,52.96593,52.96593,0,52.500000000000014,57.00 % on 09 am through 10 am,-,0.00,-
2023-08-28,66,65,10,1129.2623076923078,113.42048721704728,1015.8418204752605,682.864,11.194490561425981,46.99,-1am,1066.8997284,54.45546493,1215.94401206,1268.9694,81.00122,1187.9681799999998,51.708333333333336,63.00 % on 06 am through 07 am,-,0.00,-
2023-08-29,69,71,7,1208.1084507042253,159.51684014047257,1048.5916105637527,920.238,13.734896555181537,62.7,-1am,1437.77043783,73.38501976,1638.6248005,1815.1265,98.11476,1717.0117400000001,51.87500000000001,63.00 % on 06 am through 07 am,-,0.00,-
2023-08-30,86,86,9,1094.0261627906978,162.74297492171442,931.2831878689833,960.95953,12.644204514466782,52.38,-1am,1501.39333975,76.63238651,1711.13572591,1800.7937,95.89262,1704.9010799999999,50.41666666666668,60.00 % on 04 pm through 05 pm,-,0.00,-
2023-08-31,59,61,5,583.7980874316941,142.6745247512567,441.1235626804373,745.4838,12.635320355673715,91.58,-1am,1164.73626336,59.44912446,1327.44816347,606.9628,96.83999,510.12281,52.87499999999999,65.00 % on 07 am through 08 am,1,1.22,-
2023-09-01,62,60,10,671.7258333333334,122.1693423461914,549.5564909871421,594.8696,10.436309148006808,59.57,-1am,929.41817795,47.43829026,1059.25649628,677.38745,76.81022,600.57723,52.041666666666664,59.00 % on 09 am through 10 am,-,0.00,-
2023-09-02,32,35,12,401.52761904761905,35.81412712914604,365.71349191847304,372.2228,12.835269036099408,100.49,-1am,581.55709515,29.68316624,662.79974462,49.314686,49.31394,0.0007459999999994693,50.33333333333333,55.00 % on 01 pm through 02 pm,-,0.00,-
2023-09-03,35,34,6,103.4485294117647,61.97350775026807,41.475021661496626,357.013,11.900432854236412,98.09,-1am,557.79345922,28.47025015,635.71636457,52.051193,52.051193,0,52.916666666666664,59.00 % on 06 pm through 07 pm,-,0.00,-
2023-09-04,28,28,4,104.2375,82.10950587136405,22.127994128635947,485.41196,18.669690479269494,51.81,-1am,758.40268089,38.70951458,864.35039209,94.71763,94.71763,0,52.45833333333334,59.00 % on 09 am through 10 am,-,0.00,-
2023-09-05,69,69,7,1518.0429951690821,123.264995040525,1394.778000128557,765.0897,11.592268669469446,82.54,-1am,1195.36832097,61.0126106,1362.35947334,1048.9585,107.609764,941.3487359999999,54,63.00 % on 07 am through 08 am,-,0.00,-
2023-09-06,56,56,4,1374.7119047619049,177.07367920648485,1197.63822555542,640.78467,11.866383325648375,53.85778,-1am,1001.15541364,51.09981947,1141.01531565,891.2605,130.66794,760.59256,53.29166666666666,65.00 % on 03 pm through 04 pm,-,0.00,-
2023-09-07,69,70,8,1292.7445238095238,157.909290335519,1134.8352334740048,931.2052,14.550082907934552,62.29,-1am,1454.90547892,74.25960676,1658.15358101,1391.2584,99.26289,1291.99551,50.58333333333332,60.00 % on 07 am through 08 am,-,0.00,-
2023-09-08,81,76,6,867.0940789473684,112.1108933783414,754.983185569027,798.0226,10.640298770671555,69.88,-1am,1246.82234705,63.63886763,1421.0015493,1662.564,102.97556,1559.58844,55.125,63.00 % on 07 am through 08 am,-,0.00,-
2023-09-09,37,36,5,78.78379629629629,45.1875,33.59629629629629,422.09464,12.059847836250109,58.93,-1am,659.47634781,33.66023083,751.60419942,65.02385,65.02385,0,51.541666666666664,60.00 % on 11 am through 12 pm,-,0.00,-
2023-09-10,51,52,14,78.00993589743591,57.114394124425374,20.895541773010535,413.11798,8.43097738242668,46.56,-1am,645.45130605,32.94438083,735.61988047,62.535915,62.535915,0,52.625,59.00 % on 03 pm through 04 pm,-,0.00,-
2023-09-11,51,52,3,1810.428846153846,128.29791320470662,1682.1309329491394,755.36035,15.107205172535032,84.55,-1am,1180.16728405,60.23673681,1345.03487448,915.40326,131.28662,784.1166400000001,51.58333333333333,61.00 % on 07 am through 08 am,-,0.00,-
